Tempo (s),Setpoint (V),Tensao (V),Duty (%)
31.22,1,1.053,50
31.23,1,0.906,50
31.24,1,0.887,50
31.25,1,1.015,50
31.26,1,1.086,50
31.27,1,0.976,50
31.28,1,0.83,50
31.29,1,0.801,50
31.30,1,1.08,50
31.31,1,0.803,50
31.32,1,0.684,50
31.33,1,1.064,50
31.34,1,1.076,50
31.35,1,0.957,50
31.36,1,0.849,50
31.37,1,1.051,50
31.38,1,1.081,50
31.39,1,0.971,50
31.40,1,0.829,50
31.41,1,0.92,50
31.42,1,0.926,50
31.43,1,1.07,50
31.44,1,1.083,50
31.45,1,0.982,50
31.46,1,0.899,50
31.47,1,0.951,50
31.48,1,1.081,50
31.49,1,0.99,50
31.50,1,0.847,50
31.51,1,0.876,50
31.52,1,0.902,50
31.53,1,1.07,50
31.54,1,1.05,50
31.55,1,0.886,50
31.56,1,0.954,50
31.57,1,1.061,50
31.58,1,1.079,50
31.59,1,0.968,50
31.60,1,0.844,50
31.61,1,0.833,50
31.62,1,0.665,50
31.63,1,1.074,50
31.64,1,1.038,50
31.65,1,0.917,50
31.66,1,0.833,50
31.67,1,1.062,50
31.68,1,1.07,50
31.69,1,0.921,50
31.70,1,0.789,50
31.71,1,1.012,50
31.72,1,1.074,50
31.73,1,1.028,50
31.74,1,0.872,50
31.75,1,0.972,50
31.76,1,1.081,50
31.77,1,1.057,50
31.78,1,0.932,50
31.79,1,0.941,50
31.80,1,1.041,50
31.81,1,0.989,50
31.82,1,0.872,50
31.83,1,0.926,50
31.84,1,1.07,50
31.85,1,0.995,50
31.86,1,0.86,50
31.87,1,1.007,50
31.88,1,1.079,50
31.89,1,1.029,50
31.90,1,0.883,50
31.91,1,1.053,50
31.92,1,1.062,50
31.93,1,0.945,50
31.94,1,0.892,50
31.95,1,0.937,50
31.96,1,1.061,50
31.97,1,0.929,50
31.98,1,0.88,50
31.99,1,0.992,50
32.00,1,1.076,50
32.01,1,0.93,50
32.02,1,0.857,50
32.03,1,0.878,50
32.04,1,1.073,50
32.05,1,1.032,50
32.06,1,0.829,50
32.07,1,0.646,50
32.08,1,1.041,50
32.09,1,1.01,50
32.10,1,0.924,50
32.11,1,1.031,50
32.12,1,1.074,50
32.13,1,0.993,50
32.14,1,0.872,50
32.15,1,1.007,50
32.16,1,1.058,50
32.17,1,0.998,50
32.18,1,0.851,50
32.19,1,1.001,50
32.20,1,1.074,50
32.21,1,1.043,50
32.22,1,1.065,50
32.23,1,0.974,50
32.24,1,0.919,50
32.25,1,0.983,50
32.26,1,1.066,50
32.27,1,0.984,50
32.28,1,0.887,50
32.29,1,1.012,50
32.30,1,1.069,50
32.31,1,1.061,50
32.32,1,1.028,50
32.33,1,0.878,50
32.34,1,0.976,50
32.35,1,1.07,50
32.36,1,1.065,50
32.37,1,0.958,50
32.38,1,0.869,50
32.39,1,0.831,50
32.40,1,1.045,50
32.41,1,0.851,50
32.42,1,0.756,50
32.43,1,1.057,50
32.44,1,0.906,50
32.45,1,0.884,50
32.46,1,0.856,50
32.47,1,1.042,50
32.48,1,1.024,50
32.49,1,0.83,50
32.50,1,0.776,80
32.51,1,1.857,80
32.52,1,2.079,80
32.53,1,1.681,80
32.54,1,2.154,80
32.55,1,1.777,80
32.56,1,2.191,80
32.57,1,1.515,80
32.58,1,2.268,80
32.59,1,1.849,80
32.60,1,2.301,80
32.61,1,2.189,80
32.62,1,2.207,80
32.63,1,2.184,80
32.64,1,2.329,80
32.65,1,1.913,80
32.66,1,2.376,80
32.67,1,2.127,80
32.68,1,2.285,80
32.69,1,2.302,80
32.70,1,2.084,80
32.71,1,2.36,80
32.72,1,2.158,80
32.73,1,2.049,80
32.74,1,2.315,80
32.75,1,1.97,80
32.76,1,2.357,80
32.77,1,1.869,80
32.78,1,2.316,80
32.79,1,2.238,80
32.80,1,2.171,80
32.81,1,2.095,80
32.82,1,1.87,80
32.83,1,2.338,80
32.84,1,1.825,80
32.85,1,2.358,80
32.86,1,2.135,80
32.87,1,2.158,80
32.88,1,2.226,80
32.89,1,2.164,80
32.90,1,2.315,80
32.91,1,2.206,80
32.92,1,2.278,80
32.93,1,2.09,80
32.94,1,2.291,80
32.95,1,1.924,80
32.96,1,2.348,80
32.97,1,1.933,80
32.98,1,2.158,80
32.99,1,1.953,80
33.00,1,2.071,80
33.01,1,2.3,80
33.02,1,1.781,80
33.03,1,2.314,80
33.04,1,1.913,80
33.05,1,2.293,80
33.06,1,2.037,80
33.07,1,2.261,80
33.08,1,2.116,80
33.09,1,1.981,80
33.10,1,2.229,80
33.11,1,1.788,80
33.12,1,2.296,80
33.13,1,2.078,80
33.14,1,2.236,80
33.15,1,2.014,80
33.16,1,2.189,80
33.17,1,2.194,80
33.18,1,2.126,80
33.19,1,2.218,80
33.20,1,2.139,80
33.21,1,1.878,80
33.22,1,2.313,80
33.23,1,1.896,80
33.24,1,2.273,80
33.25,1,1.866,80
33.26,1,2.273,80
33.27,1,2.029,80
33.28,1,1.889,80
33.29,1,1.946,80
33.30,1,2.003,80
33.31,1,1.823,80
33.32,1,2.302,80
33.33,1,1.879,80
33.34,1,2.285,80
33.35,1,1.987,80
33.36,1,2.257,80
33.37,1,2.077,80
33.38,1,2.219,80
33.39,1,2.134,80
33.40,1,1.966,80
33.41,1,1.911,80
33.42,1,2.301,80
33.43,1,1.882,80
33.44,1,2.281,80
33.45,1,1.817,80
33.46,1,2.294,80
33.47,1,2.069,80
33.48,1,2.228,80
33.49,1,2.022,80
33.50,1,2.193,80
33.51,1,1.872,80
33.52,1,2.31,80
33.53,1,1.982,80
33.54,1,2.059,80
33.55,1,2.044,80
33.56,1,2.011,80
33.57,1,2.187,80
33.58,1,1.693,80
33.59,1,2.159,80
33.60,1,1.828,80
33.61,1,2.294,80
33.62,1,2.039,80
33.63,1,2.274,80
33.64,1,2.111,80
33.65,1,1.995,80
33.66,1,2.219,80
33.67,1,2.14,80
33.68,1,2.262,80
33.69,1,1.911,80
33.70,1,2.315,80
33.71,1,2.132,80
33.72,1,2.145,80
33.73,1,2.264,80
33.74,1,2.063,80
33.75,1,2.288,80
33.76,1,1.912,80
33.77,1,2.316,80
33.78,1,1.93,80
33.79,1,2.261,80
33.80,1,2.01,80
33.81,1,2.259,80
33.82,1,1.696,80
33.83,1,2.309,80
33.84,1,1.856,80
33.85,1,2.298,80
33.86,1,1.995,80
33.87,1,2.291,80
33.88,1,2.061,80
33.89,1,2.081,80
33.90,1,2.18,80
33.91,1,2.305,80
33.92,1,1.806,80
33.93,1,2.307,80
33.94,1,2.088,80
33.95,1,2.25,80
33.96,1,2.076,80
33.97,1,2.186,80
33.98,1,2.226,80
33.99,1,2.09,80
34.00,1,2.28,80
34.01,1,2.255,80
34.02,1,2.108,80
34.03,1,1.749,80
34.04,1,2.018,80
34.05,1,1.882,80
34.06,1,2.234,80
34.07,1,1.594,80
34.08,1,2.314,80
34.09,1,1.817,80
34.10,1,2.321,80
34.11,1,2.113,80
34.12,1,2.17,80
34.13,1,2.171,80
34.14,1,2.24,80
34.15,1,1.961,80
34.16,1,2.311,80
34.17,1,1.889,80
34.18,1,2.308,80
34.19,1,1.815,80
34.20,1,2.315,80
34.21,1,2.061,80
34.22,1,2.327,80
34.23,1,1.895,80
34.24,1,2.338,80
34.25,1,1.969,80
34.26,1,2.065,80
34.27,1,2.037,80
34.28,1,1.952,80
34.29,1,2.204,80
34.30,1,1.593,80
34.31,1,2.037,80
34.32,1,2.126,80
34.33,1,2.18,80
34.34,1,2.183,80
34.35,1,2.261,80
34.36,1,1.955,80
34.37,1,2.335,80
34.38,1,1.883,80
34.39,1,2.316,80
34.40,1,1.86,80
34.41,1,2.343,80
34.42,1,1.974,80
34.43,1,2.185,80
34.44,1,2.185,80
34.45,1,1.7,80
34.46,1,2.248,80
34.47,1,1.845,80
34.48,1,2.329,80
34.49,1,1.881,80
34.50,1,2.332,80
34.51,1,2.165,80
34.52,1,2.286,80
34.53,1,1.939,80
34.54,1,2.343,80
34.55,1,1.947,80
34.56,1,2.31,80
34.57,1,2.007,80
34.58,1,2.237,80
34.59,1,2.246,80
34.60,1,2.117,80
34.61,1,2.242,80
34.62,1,1.563,80
34.63,1,2.328,80
34.64,1,1.872,80
34.65,1,2.323,80
34.66,1,2.017,80
34.67,1,2.277,80
34.68,1,2.127,80
34.69,1,1.993,80
34.70,1,2.265,80
34.71,1,2.322,80
34.72,1,1.981,80
34.73,1,2.199,80
34.74,1,1.99,80
34.75,1,2.247,80
34.76,1,2.21,80
34.77,1,2.142,80
34.78,1,2.278,80
34.79,1,1.995,80
34.80,1,2.319,80
34.81,1,1.753,80
34.82,1,2.069,80
34.83,1,1.834,80
34.84,1,2.284,80
34.85,1,1.743,80
34.86,1,2.31,80
34.87,1,1.875,80
34.88,1,2.314,80
34.89,1,2.075,80
34.90,1,2.255,80
34.91,1,2.001,80
34.92,1,2.263,80
34.93,1,2.041,80
34.94,1,2.216,80
34.95,1,2.218,80
34.96,1,2.12,80
34.97,1,2.28,80
34.98,1,1.958,80
34.99,1,2.333,80
35.00,1,1.921,80
35.01,1,2.168,80
35.02,1,1.827,80
35.03,1,2.312,80
35.04,1,1.799,80
35.05,1,2.311,80
35.06,1,1.964,80
35.07,1,2.297,80
35.08,1,2.104,80
35.09,1,2.235,80
35.10,1,2.19,80
35.11,1,1.856,80
35.12,1,2.331,80
35.13,1,2.074,80
35.14,1,2.203,80
35.15,1,2.163,80
35.16,1,2.145,80
35.17,1,2.297,80
35.18,1,2.031,80
35.19,1,2.329,80
35.20,1,1.88,80
35.21,1,2.306,80
35.22,1,1.692,80
35.23,1,2.334,80
35.24,1,1.904,80
35.25,1,2.332,80
35.26,1,2.108,80
35.27,1,2.252,80
35.28,1,2.176,80
35.29,1,2.002,80
35.30,1,2.315,80
35.31,1,2.161,80
35.32,1,2.147,80
35.33,1,2.305,80
35.34,1,2.023,80
35.35,1,2.34,80
35.36,1,1.869,80
35.37,1,2.335,80
35.38,1,2.123,80
35.39,1,1.796,80
35.40,1,2.032,80
35.41,1,2.126,80
35.42,1,2.152,80
35.43,1,2.226,80
35.44,1,2.252,80
35.45,1,1.996,80
35.46,1,2.355,80
35.47,1,1.916,80
35.48,1,2.329,80
35.49,1,1.968,80
35.50,1,2.261,80
35.51,1,1.917,80
35.52,1,2.367,80
35.53,1,2.113,80
35.54,1,1.891,80
35.55,1,2.005,80
35.56,1,1.909,80
35.57,1,2.323,80
35.58,1,1.737,80
35.59,1,2.344,80
35.60,1,1.955,80
35.61,1,2.343,80
35.62,1,1.906,80
35.63,1,2.322,80
35.64,1,1.906,80
35.65,1,2.276,80
35.66,1,2.217,80
35.67,1,2.165,80
35.68,1,2.311,80
35.69,1,1.968,80
35.70,1,2.359,80
35.71,1,1.576,80
35.72,1,2.328,80
35.73,1,1.864,80
35.74,1,2.348,80
35.75,1,2.062,80
35.76,1,2.278,80
35.77,1,2.177,80
35.78,1,2.005,80
35.79,1,2.303,80
35.80,1,1.997,80
35.81,1,2.232,80
35.82,1,2.07,80
35.83,1,2.333,80
35.84,1,1.975,80
35.85,1,2.339,80
35.86,1,1.931,80
35.87,1,2.188,80
35.88,1,2.201,80
35.89,1,1.737,80
35.90,1,2.292,80
35.91,1,2.011,80
35.92,1,2.298,80
35.93,1,2.064,80
35.94,1,2.322,80
35.95,1,1.879,80
35.96,1,2.33,80
35.97,1,2.14,80
35.98,1,2.255,80
35.99,1,2.239,80
36.00,1,2.09,80
36.01,1,1.623,80
36.02,1,2.342,80
36.03,1,1.884,80
36.04,1,2.348,80
36.05,1,2.052,80
36.06,1,2.306,80
36.07,1,2.18,80
36.08,1,2.027,80
36.09,1,2.309,80
36.10,1,1.948,80
36.11,1,2.276,80
36.12,1,2.016,80
36.13,1,2.353,80
36.14,1,1.966,80
36.15,1,2.204,80
36.16,1,1.973,80
36.17,1,1.987,80
36.18,1,2.272,80
36.19,1,1.642,80
36.20,1,2.352,80
36.21,1,2.323,80
36.22,1,1.908,80
36.23,1,2.345,80
36.24,1,1.906,80
36.25,1,2.276,80
36.26,1,2.221,80
36.27,1,2.17,80
36.28,1,2.338,80
36.29,1,1.936,80
36.30,1,2.356,80
36.31,1,1.801,80
36.32,1,2.355,80
36.33,1,2.006,80
36.34,1,2.24,80
36.35,1,2.196,80
36.36,1,2.189,80
36.37,1,2.31,80
36.38,1,1.919,80
36.39,1,2.365,80
36.40,1,2.085,80
36.41,1,2.319,80
36.42,1,2.025,80
36.43,1,2.36,80
36.44,1,1.909,80
36.45,1,2.28,80
36.46,1,2.173,80
36.47,1,1.783,80
36.48,1,2.262,80
36.49,1,1.856,80
36.50,1,2.362,80
36.51,1,2.06,80
36.52,1,2.359,80
36.53,1,1.881,80
36.54,1,2.341,80
36.55,1,2.16,80
36.56,1,2.237,80
36.57,1,2.305,80
36.58,1,2.026,80
36.59,1,2.368,80
36.60,1,1.955,80
36.61,1,1.989,80
36.62,1,2.336,80
36.63,1,2.18,80
36.64,1,2.22,80
36.65,1,2.307,80
36.66,1,1.943,80
36.67,1,2.363,80
36.68,1,1.996,80
36.69,1,2.321,80
36.70,1,2.242,80
36.71,1,1.93,80
36.72,1,2.27,80
36.73,1,2.218,80
36.74,1,1.819,80
36.75,1,2.36,80
36.76,1,1.886,80
36.77,1,2.371,80
36.78,1,2.074,80
36.79,1,2.285,80
36.80,1,2.225,80
36.81,1,2.147,80
36.82,1,2.355,80
36.83,1,1.921,80
36.84,1,2.359,80
36.85,1,2.12,80
36.86,1,1.8,80
36.87,1,2.092,80
36.88,1,1.855,80
36.89,1,2.352,80
36.90,1,1.849,80
36.91,1,2.262,80
36.92,1,2.117,80
36.93,1,2.348,80
36.94,1,1.896,80
36.95,1,2.342,80
36.96,1,2.17,80
36.97,1,2.247,80
36.98,1,2.301,80
36.99,1,2.063,80
37.00,1,2.335,80
37.01,1,2.31,80
37.02,1,2.182,80
37.03,1,2.22,80
37.04,1,2.305,80
37.05,1,1.96,80
37.06,1,2.359,80
37.07,1,2.023,80
37.08,1,2.3,80
37.09,1,2.169,80
37.10,1,2.153,80
37.11,1,1.946,80
37.12,1,2.25,80
37.13,1,2.222,80
37.14,1,1.634,80
37.15,1,2.334,80
37.16,1,1.909,80
37.17,1,2.381,80
37.18,1,2.098,80
37.19,1,2.28,80
37.20,1,2.259,80
37.21,1,2.253,80
37.22,1,2.158,80
37.23,1,2.325,80
37.24,1,1.926,80
37.25,1,2.372,80
37.26,1,2.061,80
37.27,1,1.826,80
37.28,1,1.981,80
37.29,1,1.87,80
37.30,1,2.337,80
37.31,1,2.36,80
37.32,1,2.014,80
37.33,1,2.315,80
37.34,1,2.142,80
37.35,1,2.189,80
37.36,1,2.318,80
37.37,1,2.045,80
37.38,1,2.355,80
37.39,1,1.914,80
37.40,1,2.318,80
37.41,1,2.209,80
37.42,1,1.863,80
37.43,1,2.37,80
37.44,1,1.926,80
37.45,1,2.321,80
37.46,1,2.121,80
37.47,1,1.986,80
37.48,1,2.285,80
37.49,1,2.065,80
37.50,1,2.355,80
37.51,1,2.057,80
37.52,1,2.371,80
37.53,1,1.93,80
37.54,1,2.317,80
37.55,1,1.972,80
37.56,1,2.062,80
37.57,1,2.274,80
37.58,1,1.572,80
37.59,1,2.347,80
37.60,1,1.903,80
37.61,1,2.015,80
37.62,1,2.352,80
37.63,1,1.913,80
37.64,1,2.35,80
37.65,1,1.965,80
37.66,1,2.259,80
37.67,1,2.271,80
37.68,1,2.128,80
37.69,1,2.353,80
37.70,1,1.897,80
37.71,1,1.913,80
37.72,1,2.345,80
37.73,1,2.104,80
37.74,1,2.03,80
37.75,1,2.272,80
37.76,1,2.104,80
37.77,1,2.348,80
37.78,1,1.877,80
37.79,1,2.351,80
37.80,1,2.174,80
37.81,1,2.375,80
37.82,1,1.955,80
37.83,1,2.28,80
37.84,1,1.983,80
37.85,1,2.017,80
37.86,1,2.292,80
37.87,1,1.682,80
37.88,1,2.35,80
37.89,1,1.909,80
37.90,1,2.352,80
37.91,1,1.961,80
37.92,1,2.325,80
37.93,1,2.09,80
37.94,1,2.212,80
37.95,1,2.302,80
37.96,1,2.099,80
37.97,1,2.349,80
37.98,1,1.892,80
37.99,1,2.342,80
38.00,1,2.173,80
38.01,1,2.325,80
38.02,1,2.161,80
38.03,1,1.99,80
38.04,1,2.292,80
38.05,1,2.051,80
38.06,1,2.345,80
38.07,1,1.862,80
38.08,1,2.324,80
38.09,1,2.171,80
38.10,1,2.243,80
38.11,1,2.006,80
38.12,1,1.959,80
38.13,1,2.313,80
38.14,1,1.715,80
38.15,1,2.346,80
38.16,1,1.981,80
38.17,1,2.313,80
38.18,1,2.184,80
38.19,1,2.281,80
38.20,1,2.293,80
38.21,1,2.188,80
38.22,1,2.327,80
38.23,1,2.054,80
38.24,1,2.344,80
38.25,1,1.903,80
38.26,1,2.306,80
38.27,1,2.045,80
38.28,1,1.772,80
38.29,1,2.183,80
38.30,1,1.874,80
38.31,1,2.261,80
38.32,1,2.114,80
38.33,1,2.347,80
38.34,1,1.88,80
38.35,1,2.335,80
38.36,1,2.151,80
38.37,1,2.269,80
38.38,1,2.241,80
38.39,1,2.079,80
38.40,1,2.352,80
38.41,1,1.906,80
38.42,1,2.345,80
38.43,1,2.162,80
38.44,1,2.247,80
38.45,1,2.299,80
38.46,1,1.959,80
38.47,1,2.358,80
38.48,1,1.996,80
38.49,1,2.332,80
38.50,1,2.122,80
38.51,1,2.369,80
38.52,1,1.933,80
38.53,1,2.251,80
38.54,1,2.229,80
38.55,1,1.651,80
38.56,1,2.37,80
38.57,1,1.897,80
38.58,1,2.37,80
38.59,1,2.078,80
38.60,1,2.302,80
38.61,1,1.937,80
38.62,1,2.256,80
38.63,1,2.266,80
38.64,1,2.136,80
38.65,1,2.357,80
38.66,1,1.897,80
38.67,1,2.366,80
38.68,1,2.131,80
38.69,1,1.813,80
38.70,1,2.151,80
38.71,1,2.018,80
38.72,1,2.328,80
38.73,1,1.981,80
38.74,1,2.375,80
38.75,1,1.877,80
38.76,1,2.308,80
38.77,1,2.25,80
38.78,1,2.169,80
38.79,1,2.362,80
38.80,1,1.916,80
38.81,1,2.337,80
38.82,1,2.221,80
38.83,1,2.025,80
38.84,1,2.351,80
38.85,1,1.924,80
38.86,1,2.371,80
38.87,1,1.988,80
38.88,1,2.255,80
38.89,1,2.312,80
38.90,1,2.059,80
38.91,1,2.388,80
38.92,1,1.912,80
38.93,1,2.367,80
38.94,1,2.103,80
38.95,1,2.284,80
38.96,1,2.266,80
38.97,1,2.006,80
38.98,1,2.359,80
38.99,1,1.936,80
39.00,1,2.34,80
39.01,1,2.069,80
39.02,1,2.374,80
39.03,1,1.953,80
39.04,1,2.28,80
39.05,1,2.228,80
39.06,1,1.687,80
39.07,1,2.403,80
39.08,1,1.921,80
39.09,1,2.36,80
39.10,1,2.095,80
39.11,1,2.349,80
39.12,1,2.084,80
39.13,1,2.24,80
39.14,1,2.321,80
39.15,1,2.078,80
39.16,1,2.363,80
39.17,1,1.936,80
39.18,1,2.287,80
39.19,1,2.229,80
39.20,1,1.663,80
39.21,1,2.286,80
39.22,1,1.987,80
39.23,1,2.363,80
39.24,1,1.982,80
39.25,1,2.325,80
39.26,1,2.156,80
39.27,1,2.188,80
39.28,1,2.349,80
39.29,1,2.006,80
39.30,1,2.361,80
39.31,1,1.915,80
39.32,1,2.348,80
39.33,1,2.179,80
39.34,1,2.241,80
39.35,1,2.327,80
39.36,1,1.934,80
39.37,1,2.377,80
39.38,1,2.08,80
39.39,1,2.295,80
39.40,1,2.234,80
39.41,1,2.009,80
39.42,1,2.285,80
39.43,1,1.68,80
39.44,1,2.361,80
39.45,1,1.991,80
39.46,1,2.336,80
39.47,1,2.241,80
39.48,1,2.219,80
39.49,1,2.329,80
39.50,1,1.918,80
39.51,1,2.387,80
39.52,1,1.944,80
39.53,1,2.299,80
39.54,1,2.005,80
39.55,1,2.004,80
39.56,1,2.303,80
39.57,1,1.718,80
39.58,1,2.369,80
39.59,1,2.016,80
39.60,1,2.28,80
39.61,1,2.122,80
39.62,1,2.257,80
39.63,1,2.269,80
39.64,1,2.078,80
39.65,1,2.396,80
39.66,1,1.968,80
39.67,1,2.093,80
39.68,1,2.022,80
39.69,1,1.948,80
39.70,1,2.339,80
39.71,1,1.889,80
39.72,1,2.364,80
39.73,1,2.19,80
39.74,1,2.232,80
39.75,1,2.315,80
39.76,1,2.009,80
39.77,1,2.405,80
39.78,1,2.065,80
39.79,1,1.913,80
39.80,1,2.004,80
39.81,1,2.369,80
39.82,1,2.112,80
39.83,1,2.041,80
39.84,1,2.314,80
39.85,1,2.061,80
39.86,1,2.365,80
39.87,1,1.846,80
39.88,1,2.333,80
39.89,1,2.21,80
39.90,1,2.199,80
39.91,1,2.343,80
39.92,1,1.791,80
39.93,1,2.362,80
39.94,1,2.045,80
39.95,1,2.14,80
39.96,1,2.233,80
39.97,1,2.159,80
39.98,1,2.327,80
39.99,1,1.888,80
40.00,1,2.36,80
40.01,1,2.367,80
40.02,1,1.966,80
40.03,1,2.346,80
40.04,1,1.974,80
40.05,1,2.083,80
40.06,1,2.264,80
40.07,1,1.603,80
40.08,1,2.353,80
40.09,1,1.881,80
40.10,1,2.349,80
40.11,1,2.353,80
40.12,1,1.923,80
40.13,1,2.321,80
40.14,1,1.959,80
40.15,1,2.252,80
40.16,1,2.284,80
40.17,1,2.12,80
40.18,1,2.349,80
40.19,1,1.899,80
40.20,1,2.358,80
40.21,1,2.326,80
40.22,1,2.144,80
40.23,1,1.997,80
40.24,1,2.304,80
40.25,1,2.032,80
40.26,1,2.347,80
40.27,1,1.853,80
40.28,1,2.324,80
40.29,1,2.229,80
40.30,1,2.199,80
40.31,1,1.869,80
40.32,1,1.989,80
40.33,1,1.858,80
40.34,1,2.343,80
40.35,1,1.808,80
40.36,1,2.356,80
40.37,1,2.089,80
40.38,1,2.025,80
40.39,1,2.275,80
40.40,1,2.128,80
40.41,1,2.291,80
40.42,1,2.022,80
40.43,1,2.294,80
40.44,1,2.001,80
40.45,1,2.043,80
40.46,1,1.978,80
40.47,1,1.924,80
40.48,1,2.347,80
40.49,1,1.8,80
40.50,1,2.37,80
40.51,1,2.12,80
40.52,1,2.266,80
40.53,1,2.219,80
40.54,1,2.111,80
40.55,1,2.346,80
40.56,1,1.955,80
40.57,1,2.354,80
40.58,1,1.981,80
40.59,1,2.094,80
40.60,1,2.245,80
40.61,1,2.343,80
40.62,1,2.105,80
40.63,1,2.269,80
40.64,1,2.216,80
40.65,1,2.01,80
40.66,1,2.328,80
40.67,1,1.915,80
40.68,1,2.341,80
40.69,1,1.921,80
40.70,1,2.288,80
40.71,1,2.121,80
40.72,1,1.824,80
40.73,1,1.991,80
40.74,1,1.854,80
40.75,1,2.342,80
40.76,1,1.834,80
40.77,1,2.357,80
40.78,1,2.094,80
40.79,1,2.077,80
40.80,1,2.255,80
40.81,1,2.079,80
40.82,1,2.371,80
40.83,1,1.951,80
40.84,1,2.278,80
40.85,1,2.006,80
40.86,1,1.98,80
40.87,1,2.284,80
40.88,1,1.687,80
40.89,1,2.364,80
40.90,1,1.933,80
40.91,1,1.964,80
40.92,1,2.365,80
40.93,1,1.96,80
40.94,1,2.331,80
40.95,1,2.051,80
40.96,1,2.231,80
40.97,1,2.296,80
40.98,1,2.08,80
40.99,1,2.367,80
41.00,1,1.903,80
