Tempo (s),Setpoint (V),Tensao (V),Duty (%)
13.39,1,1.693,70
13.40,1,1.774,70
13.41,1,1.814,70
13.42,1,1.849,70
13.43,1,1.628,70
13.44,1,1.722,70
13.45,1,1.853,70
13.46,1,1.764,70
13.47,1,1.823,70
13.48,1,1.897,70
13.49,1,1.77,70
13.50,1,1.819,70
