Tempo (s),Setpoint (V),Tensao (V),Duty (%)
24.28,1.5,1.574,59.3
24.29,1.5,1.576,55.8
24.30,1.5,1.546,55
24.31,1.5,1.576,55.8
24.32,1.5,1.546,55
24.33,1.5,1.374,63
24.34,1.5,1.401,70.1
24.35,1.5,1.368,73.2
24.36,1.5,1.389,77.7
24.37,1.5,1.502,74.7
24.38,1.5,1.703,61.8
24.39,1.5,1.743,48.6
24.40,1.5,1.582,48.8
24.41,1.5,1.461,46.5
24.42,1.5,1.43,51.5
24.43,1.5,1.411,55
24.44,1.5,1.405,58.7
24.45,1.5,1.408,61.7
24.46,1.5,1.431,63.4
24.47,1.5,1.461,63.5
24.48,1.5,1.487,62.9
24.49,1.5,1.508,61.7
24.50,1.5,1.497,61.6
24.51,1.5,1.557,79.5
24.52,1.5,1.788,60.9
24.53,1.5,1.713,50.4
24.54,1.5,1.653,49.7
24.55,1.5,1.695,43.5
24.56,1.5,1.732,34
24.57,1.5,1.629,31.1
24.58,1.5,1.472,37.6
24.59,1.5,1.238,53.8
24.60,1.5,1.245,67.3
24.61,1.5,1.657,46.7
24.62,1.5,1.533,50
24.63,1.5,1.503,53.2
24.64,1.5,1.517,52.6
24.65,1.5,1.54,50.4
24.66,1.5,1.54,48.7
24.67,1.5,1.519,48.6
24.68,1.5,1.486,50.1
24.69,1.5,1.454,52.9
24.70,1.5,1.432,56.2
24.71,1.5,1.539,60.1
24.72,1.5,1.533,58.6
24.73,1.5,1.518,58.6
24.74,1.5,1.406,63.9
24.75,1.5,1.429,68.6
24.76,1.5,1.396,71.3
24.77,1.5,1.355,77.9
24.78,1.5,1.48,77.1
24.79,1.5,1.687,63.8
24.80,1.5,1.75,50
24.81,1.5,1.55,42.2
24.82,1.5,1.35,51.8
24.83,1.5,1.386,59.9
24.84,1.5,1.408,60.3
24.85,1.5,1.42,62.7
24.86,1.5,1.441,63.8
24.87,1.5,1.406,67
24.88,1.5,1.222,80.4
24.89,1.5,1.375,86.2
24.90,1.5,1.457,81.1
24.91,1.5,1.708,37.1
24.92,1.5,1.545,38.8
24.93,1.5,1.259,56
24.94,1.5,1.293,68.6
24.95,1.5,1.307,72.1
24.96,1.5,1.41,73.4
24.97,1.5,1.572,65.4
24.98,1.5,1.681,54
24.99,1.5,1.671,46.6
25.00,1.5,1.579,46.5
25.01,1.5,1.651,55.4
25.02,1.5,1.633,49.5
25.03,1.5,1.51,52.3
25.04,1.5,1.333,63.9
25.05,1.5,1.334,73.2
25.06,1.5,1.461,71.3
25.07,1.5,1.608,62.1
25.08,1.5,1.686,51.5
25.09,1.5,1.444,56.3
25.10,1.5,1.47,63.4
25.11,1.5,1.388,54.4
25.12,1.5,1.384,62.6
25.13,1.5,1.344,67.4
25.14,1.5,1.25,78.5
25.15,1.5,1.328,84.8
25.16,1.5,1.555,76.3
25.17,1.5,1.742,59.8
25.18,1.5,1.673,51.8
25.19,1.5,1.559,54.6
25.20,1.5,1.575,54.3
25.21,1.5,1.326,70.3
25.22,1.5,1.35,75.4
25.23,1.5,1.49,72.3
25.24,1.5,1.643,61.5
25.25,1.5,1.709,50.3
25.26,1.5,1.653,45.4
25.27,1.5,1.466,51.5
25.28,1.5,1.407,60.1
25.29,1.5,1.378,65.1
25.30,1.5,1.47,65.1
25.31,1.5,1.259,67.1
25.32,1.5,1.353,75.8
25.33,1.5,1.376,75.6
25.34,1.5,1.476,74.9
25.35,1.5,1.648,64.3
25.36,1.5,1.712,52.4
25.37,1.5,1.67,46.8
25.38,1.5,1.522,50
25.39,1.5,1.498,54.3
25.40,1.5,1.528,52.6
25.41,1.5,1.428,56.2
25.42,1.5,1.409,59.7
25.43,1.5,1.415,62.9
25.44,1.5,1.429,64.6
25.45,1.5,1.474,64.3
25.46,1.5,1.5,62.7
25.47,1.5,1.536,60.4
25.48,1.5,1.367,67
25.49,1.5,1.448,71.8
25.50,1.5,1.457,69.9
25.51,1.5,1.452,50.9
25.52,1.5,1.409,58.6
25.53,1.5,1.403,62
25.54,1.5,1.459,62.5
25.55,1.5,1.49,60.7
25.56,1.5,1.557,57.2
25.57,1.5,1.566,53.3
25.58,1.5,1.526,53.3
25.59,1.5,1.326,63.5
25.60,1.5,1.413,69.8
25.61,1.5,1.706,45.4
25.62,1.5,1.51,49.5
25.63,1.5,1.439,57.7
25.64,1.5,1.417,61.5
25.65,1.5,1.491,60.9
25.66,1.5,1.552,56
25.67,1.5,1.585,51.6
25.68,1.5,1.565,49.3
25.69,1.5,1.513,50.4
25.70,1.5,1.315,61.2
25.71,1.5,1.75,51.8
25.72,1.5,1.58,51.2
25.73,1.5,1.554,54.6
25.74,1.5,1.605,50
25.75,1.5,1.646,43.3
25.76,1.5,1.619,39.1
25.77,1.5,1.545,39.9
25.78,1.5,1.486,43.1
25.79,1.5,1.383,50
25.80,1.5,1.212,64.8
25.81,1.5,1.603,71.4
25.82,1.5,1.753,54.9
25.83,1.5,1.622,50.7
25.84,1.5,1.546,54.6
25.85,1.5,1.56,53.6
25.86,1.5,1.63,47.5
25.87,1.5,1.635,41.3
25.88,1.5,1.591,39.4
25.89,1.5,1.525,40.9
25.90,1.5,1.393,48.2
25.91,1.5,1.399,79
25.92,1.5,1.492,76
25.93,1.5,1.708,63.2
25.94,1.5,1.767,48.4
25.95,1.5,1.572,49.2
25.96,1.5,1.548,53.3
25.97,1.5,1.601,48.5
25.98,1.5,1.636,42.2
25.99,1.5,1.606,38.7
26.00,1.5,1.546,39.2
26.01,1.5,1.454,64.4
26.02,1.5,1.485,63
26.03,1.5,1.49,62.8
26.04,1.5,1.291,73.1
26.05,1.5,1.412,79
26.06,1.5,1.428,76.6
26.07,1.5,1.566,72.6
26.08,1.5,1.75,57.5
26.09,1.5,1.591,53.5
26.10,1.5,1.552,57.6
26.11,1.5,1.468,46.3
26.12,1.5,1.313,56.7
26.13,1.5,1.342,65
26.14,1.5,1.311,70.1
26.15,1.5,1.157,85
26.16,1.5,1.31,92.2
26.17,1.5,1.534,82.2
26.18,1.5,1.793,63.3
26.19,1.5,1.744,50.6
26.20,1.5,1.705,47.3
26.21,1.5,1.257,68.6
26.22,1.5,1.266,75
26.23,1.5,1.371,77.3
26.24,1.5,1.522,71.2
26.25,1.5,1.678,59.2
26.26,1.5,1.701,49
26.27,1.5,1.51,52.2
26.28,1.5,1.434,60.7
26.29,1.5,1.405,65.2
26.30,1.5,1.537,62.2
26.31,1.5,1.219,66.3
26.32,1.5,1.319,75.9
26.33,1.5,1.367,75.5
26.34,1.5,1.394,78
26.35,1.5,1.573,71.7
26.36,1.5,1.733,56.9
26.37,1.5,1.736,45.9
26.38,1.5,1.588,46.4
26.39,1.5,1.504,51.6
26.40,1.5,1.539,51
26.41,1.5,1.42,53.5
26.42,1.5,1.387,58.3
26.43,1.5,1.373,63.3
26.44,1.5,1.35,68.8
26.45,1.5,1.418,70.8
26.46,1.5,1.488,68
26.47,1.5,1.57,63
26.48,1.5,1.576,58.6
26.49,1.5,1.569,56.7
26.50,1.5,1.512,57.4
26.51,1.5,1.664,52.1
26.52,1.5,1.574,53.3
26.53,1.5,1.481,57.5
26.54,1.5,1.577,55.3
26.55,1.5,1.63,47.1
26.56,1.5,1.627,42.4
26.57,1.5,1.566,41.6
26.58,1.5,1.442,47.3
26.59,1.5,1.203,64
26.60,1.5,1.321,73.3
26.61,1.5,1.571,49.4
26.62,1.5,1.571,52
26.63,1.5,1.621,46
26.64,1.5,1.638,40.2
26.65,1.5,1.597,37.6
26.66,1.5,1.548,38.1
26.67,1.5,1.467,41.6
26.68,1.5,1.412,47.4
26.69,1.5,1.371,53.3
26.70,1.5,1.356,59
26.71,1.5,1.555,57
26.72,1.5,1.437,61.6
26.73,1.5,1.443,66.3
26.74,1.5,1.383,70.3
26.75,1.5,1.378,76.1
26.76,1.5,1.472,75
26.77,1.5,1.667,63.7
26.78,1.5,1.735,50.3
26.79,1.5,1.605,48.5
26.80,1.5,1.47,55.5
26.81,1.5,1.53,46.5
26.82,1.5,1.492,49.1
26.83,1.5,1.446,52.3
26.84,1.5,1.426,56.1
26.85,1.5,1.408,59.6
26.86,1.5,1.422,62.4
26.87,1.5,1.419,64.6
26.88,1.5,1.459,65.4
26.89,1.5,1.484,64.3
26.90,1.5,1.403,68.5
26.91,1.5,1.739,53.3
26.92,1.5,1.695,44.9
26.93,1.5,1.519,49.2
26.94,1.5,1.501,53.8
26.95,1.5,1.471,54.7
26.96,1.5,1.543,52.9
26.97,1.5,1.559,48.6
26.98,1.5,1.551,47.2
26.99,1.5,1.508,47.9
27.00,1.5,1.471,50.5
27.01,1.5,1.488,62.6
27.02,1.5,1.499,61.7
27.03,1.5,1.493,61.9
27.04,1.5,1.496,62.2
27.05,1.5,1.412,66.4
27.06,1.5,1.253,79.5
27.07,1.5,1.341,86.7
27.08,1.5,1.585,76.3
27.09,1.5,1.778,58.3
27.10,1.5,1.695,49.7
